Species,Red,Green,Blue,id,L,a,b,color,brightness
Carex tumulicola,95.845,68.486,47.518,Cataphyll_807,31.567589632841525,8.947805438857786,17.329779281883507,brown,dark
Carex tumulicola,92.778,67.525,54.415,Cataphyll_808,31.056385638065954,8.974436020091597,12.244712065265073,brown,dark
Carex turgescens,65.671,48.5,24.796,Cataphyll_809,21.49567762121672,4.497365269635067,18.05130033911595,brown,dark
Carex unilateralis,95.214,69.738,43.31,Cataphyll_814,31.766536377946565,7.407449918768572,20.156297599853456,brown,dark
Carex vallicola,54.901,37.338,18.079,Cataphyll_820,16.515782778815527,5.709836519065786,15.934456100944416,brown,dark
Carex vallicola,76.956,55.561,42.167,Cataphyll_821,25.3785107583545,7.531853876058314,12.133325023839802,brown,dark
Carex virescens,65.559,44.071,42.686,Cataphyll_832,20.55108642512515,9.745088330803842,4.9044698582061175,brown,dark
Carex vulpinoidea,47.269,35.621,29.51,Cataphyll_837,15.189054183005048,4.4381677281843395,6.221110573842603,brown,dark
Carex wootonii,75.97,51.848,20.273,Cataphyll_848,23.799245810497737,7.21125214760815,23.790297242736287,brown,dark
Carex xerantica,74.55,57.55,39.6,Cataphyll_849,25.61222125908119,4.738904354223916,14.053892995258332,brown,dark
Carex xerantica,80.481,53.308,23.865,Cataphyll_850,24.882129247006986,8.822329525908973,23.094457538102354,brown,dark
Carex paeninculae,93.6851794001605,66.8141625916486,28.6673889739736,Leaf_2_40,30.536046741479737,7.191281375922676,27.209844345945555,brown,dark
Carex pelocarpa,60.2181364337441,46.1962061609534,37.4784438689753,Perigynium_2_14,20.352948925547544,4.918630267610108,8.081928042092624,brown,dark
Carex sartwelliana,22.6206746363676,3.6902822212108,6.014303086553,Cataphyll_2_3,2.4629600845002706,6.587689045938497,1.3405673354577707,brown,dark
Carex adelostoma,32.4679863703364,16.4834935436931,18.0078947880359,Cataphyll_2_5,6.734584438417805,8.371677940210445,2.054061546143926,brown,dark
Carex adelostoma,56.700183864093,35.7511768994328,33.6367467099912,Cataphyll_2_6,16.634273568110387,9.694933632301867,5.511930576011914,brown,dark
Carex albonigra,15.9528460697197,7.88541641109944,0,Cataphyll_2_7,2.543975444210812,1.3093057579465772,3.8332451765556605,brown,dark
Carex pelocarpa,66.0949951878978,46.2931956029294,39.1341791461049,Cataphyll_2_12,21.17871913410034,7.966704427850496,8.213839332213968,brown,dark
Carex stylosa,64.6383916116498,47.740434704266,38.1730502261222,Cataphyll_2_15,21.39783072246533,6.1509404986163645,9.133145750227056,brown,dark
Carex communis amplisquama,70.6397604001329,55.8283325150674,61.6064520628356,Cataphyll_2_18,25.218262441640725,7.701929486896658,-1.0783648697159975,brown,dark
Carex umbellata,74.489787070442,64.435523647575,65.2357578876287,Cataphyll_2_19,28.326781517355272,4.489849038783634,1.1157233751198925,brown,dark
Carex atrata,28.1092080442271,19.879910128255,16.7149232745988,Cataphyll_2_21,7.092960674497796,3.450476156472579,3.268828646160171,brown,dark
Carex atrata,86.4139519243359,68.7630795882629,61.4541132945704,Cataphyll_2_22,30.82045078877904,6.330336046856344,7.304008047911936,brown,dark
Carex bigelowii lugens,78.7941516559418,68.6891147458075,52.7490756052923,Cataphyll_2_25,29.741350315458384,1.5038347102147576,11.24831744590492,brown,dark
Carex complanata,96.5176559619013,74.9266608872603,74.3396821083888,Cataphyll_2_27,34.08137420721901,9.05754713739812,3.874160365904211,brown,dark
Carex hirtissima,26.9398174742029,17.5486887086312,18.0597679123761,Cataphyll_2_31,6.281144975956742,4.498373288339186,1.2701384278683558,brown,dark
Carex hirtissima,34.0061635955496,17.4033663523119,16.0767060844597,Cataphyll_2_32,7.169800968858759,8.364336458796195,3.8430158466814914,brown,dark
Carex plantaginea,26.2006393036207,16.4270141345926,14.3981524470892,Cataphyll_2_34,5.777709141733663,4.0390684232531475,2.581619773304328,brown,dark
Carex sabulosa,91.5112869020264,68.9990334530009,56.237610836291,Cataphyll_2_36,31.35998507394975,7.7141668201956834,11.474666942725186,brown,dark
Carex thornei,68.6875795500522,52.240437493916,45.9439737186995,Cataphyll_2_38,23.45200186441592,6.317757812393715,6.830435944557567,brown,dark
Carex aboriginum,161.216,166.821,115.218,Leaf_1,66.8347728970284,-10.483361585313544,26.084498510125176,green,light
Carex abrupta,162.606,178.167,113.924,Leaf_3,70.07361902093805,-16.014657803700207,31.050141374214448,green,light
Carex abrupta,215.302,217,133.358,Leaf_4,84.91053089574794,-12.736892303654157,40.98099463600131,green,light
Carex acutiformis,171.234,191.441,147.848,Leaf_9,74.98317824929045,-14.700927990192458,19.71444126639088,green,light
Carex acutiformis,140.896,166.968,114.47,Leaf_10,65.34414312268926,-18.603451574421946,24.23174153924945,green,light
Carex adusta,173.868,179.556,94.454,Leaf_13,71.05360300547504,-14.379450882610278,42.437061424768196,green,light
Carex alata,182.606,183.061,122.081,Leaf_19,73.10566856872207,-9.59972100717954,31.016948119632293,green,light
Carex albicans,144.613,167.276,104.567,Leaf_22,65.52734994439226,-18.716809160267022,29.8327081385775,green,light
Carex albida,187.049,177.743,127.354,Leaf_27,72.1414773572965,-4.377045207464958,27.02035517505712,green,light
Carex albursina,156.563,161.942,103.157,Leaf_33,64.90465447793709,-11.334638204158976,29.95282062842648,green,light
Carex annectens,166.893,172.367,88.662,Leaf_44,68.43605892721932,-14.121292147272758,42.02373523991261,green,light
Carex anthoxanthea,171.681,179.738,125.29,Leaf_46,71.38916475025401,-11.771066216107961,26.89455417360971,green,light
Carex aperta,154.25,165.97,91.29,Leaf_49,65.67922386840515,-15.770158686018998,37.10943784716403,green,light
Carex aquatilis,169.902,176.467,103.299,Leaf_54,70.00369369165568,-13.486607018699582,36.60179252628348,green,light
Carex aquatilis,156.479,171.966,102.045,Leaf_58,67.69343456189951,-16.732185868909177,34.11387957897269,green,light
Carex aquatilis,164.91,167.457,114.014,Leaf_59,67.28691819630235,-9.500091266912925,27.38465952583322,green,light
Carex arctiformis,163.29,174.232,85.66,Leaf_66,68.63623843218234,-16.86285788134606,43.671666108017135,green,light
Carex arctiformis,184.131,202.213,133.721,Leaf_67,78.60431254096653,-17.336777545341853,32.18526253759253,green,light
Carex assiniboinensis,158.703,174.656,87.094,Leaf_73,68.42161891850014,-18.83050290893207,42.62853004104814,green,light
Carex atherodes,156.438,171.357,123.272,Leaf_75,67.87142483144333,-13.614224845054313,23.058769558899495,green,light
Carex athrostachya,167.377,178.839,110.799,Leaf_76,70.5729962202586,-14.858450200308958,33.40218671755244,green,light
Carex atratiformis,162.791,169.686,116.384,Leaf_85,67.77247231133595,-11.211124858200472,26.72408982858656,green,light
Carex atrosquama,169.49,176.5,127.314,Leaf_89,70.36773910323814,-10.658998189526148,24.4150410364554,green,light
Carex austrina,145.689,165.156,106.057,Leaf_94,65.02302266106648,-17.003456142968997,28.396871318726923,green,light
Carex backii,170.524,171.011,124.346,Leaf_99,68.89850317667923,-7.768713930785321,24.050974047147598,green,light
Carex barbarae,147.706,170.273,110.69,Leaf_105,66.70509010349716,-18.220232371373378,28.153587799305324,green,light
Carex basiantha,179.367,186.766,147.501,Leaf_108,74.30918923154036,-9.301118793537233,19.065721711561512,green,light
Carex basiantha,179.516,187.288,153.505,Leaf_109,74.5842297575075,-8.590998208857503,16.217460015304795,green,light
Carex bebbii,161.78,176.847,103.079,Leaf_110,69.47894722650415,-16.987768463979535,35.92162471190687,green,light
Carex bicknellii,159.781,179.433,128.748,Leaf_114,70.47334793238755,-15.717983802764346,23.6625310770598,green,light
Carex bicknellii,175.74,191.352,131.607,Leaf_115,74.98704155181244,-15.329732750165581,28.395033807837766,green,light
Carex bicolor,168.644,180.442,109.788,Leaf_116,71.09899437019115,-15.298037447292966,34.620632851358565,green,light
Carex bicolor,161.483,166.875,112.717,Leaf_117,66.82802899384654,-10.736257815155248,27.424466993108698,green,light
Carex blanda,158.942,169.388,98.996,Leaf_125,67.11294468728256,-14.762130276384234,35.003021264586984,green,light
Carex bonanzensis,163.177,166.26,121.729,Leaf_128,66.95494523542666,-8.5128186608891,22.74796616919801,green,light
Carex brainerdii,168.992,181.259,131.761,Leaf_130,71.71597819788835,-12.70490299301602,23.841365345622577,green,light
Carex brainerdii,154.379,170.69,124.006,Leaf_131,67.54505393797449,-13.951018029981888,22.194072258728028,green,light
Carex brevicaulis,202.189,196.727,148.967,Leaf_132,78.79625315873159,-5.582368070140786,24.71848292379919,green,light
Carex brevicaulis,190.824,193.206,152.647,Leaf_133,77.0263249627231,-7.566876120142285,20.197489728460273,green,light
Carex breweri,191.052,189.611,137.237,Leaf_137,75.80083707945285,-7.7540415610175,26.722309574468394,green,light
Carex bromoides,163.381,178.088,97.737,Leaf_140,69.87393332600102,-17.57351378887373,39.16613216826412,green,light
Carex buxbaumii,169.979,175.218,132.042,Leaf_154,70.14415818030608,-9.122936205605836,21.570880723765406,green,light
Carex canescens,154.717,184.352,122.863,Leaf_162,71.3962015332924,-20.98529099188656,27.96906573062854,green,light
Carex capillaris,194.672,204.106,125.222,Leaf_164,79.77168748778094,-15.241355444309267,38.1970337082038,green,light
Carex caroliniana,160.894,167.345,89.682,Leaf_171,66.5682505427486,-13.907818648828673,39.13870624144362,green,light
Carex castanea,165.929,169.632,95.509,Leaf_172,67.6875887827938,-12.40705271461595,37.6388362820093,green,light
Carex cephaloidea,162.588,173.444,107.627,Leaf_175,68.6570593531515,-14.37165298142229,32.523997641649125,green,light
Carex chalciolepis,185.941,192.115,139.035,Leaf_178,76.09714804849308,-10.791261333762126,26.099492423332784,green,light
Carex chalciolepis,164.959,183.408,117.442,Leaf_179,71.7650486743943,-17.321559808673282,31.439763769482386,green,light
Carex chihuahuensis,169.48,184.149,129.349,Leaf_184,72.50420399848616,-14.352603450283441,26.194496492308783,green,light
Carex chihuahuensis,188.725,196.797,142.703,Leaf_185,77.63498171448462,-11.633157242599335,26.271167433553664,green,light
Carex chordorrhiza,174.345,178.964,119,Leaf_186,71.28091832841854,-11.135573963920454,30.124600931866773,green,light
Carex collinsii,169.216,173.021,78.505,Leaf_191,68.69053196019902,-14.395966950905226,47.291218105686525,green,light
Carex comosa,164.933,170.475,110.037,Leaf_196,68.0551388823483,-11.585174916056818,30.51188723397984,green,light
Carex concinnoides,198.867,196.348,146.247,Leaf_202,78.37715069179856,-7.0296159080946445,25.54093778185984,green,light
Carex cordillerana,170.243,171.438,116.243,Leaf_209,68.84992710630902,-9.176931328865102,28.332694698594718,green,light
Carex crawei,157.561,166.712,100.111,Leaf_213,66.27128886441244,-13.802218113916243,33.333420715924845,green,light
Carex crawei,154.984,164.902,104.098,Leaf_214,65.62294671325506,-13.416275167579927,30.356928963586572,green,light
Carex crawfordii,169.093,172.57,100.39,Leaf_216,68.8230296040732,-12.112539382922893,36.602846077003704,green,light
Carex crinita,151.674,168.115,82.455,Leaf_222,65.97991788088919,-18.84762708700477,41.87317947227158,green,light
Carex curatorum,159.939,169.787,106.565,Leaf_236,67.41551058246569,-13.66547679066027,31.442583853015037,green,light
Carex davyi,164.662,176.754,107.873,Leaf_244,69.74181642218925,-15.221169868116613,33.81861022909749,green,light
Carex decomposita,172.486,168.79,126.343,Leaf_250,68.49588486154336,-5.535331675491251,22.454060418141154,green,light
Carex deflexa,169.035,178.95,108.556,Leaf_251,70.69784414193364,-14.51929748496622,34.7531036299239,green,light
Carex deflexa,181.956,176.382,118.721,Leaf_252,71.20053195972751,-6.768355399867366,30.28409145106197,green,light
Carex deflexa,171.23,158.164,113.306,Leaf_254,65.28892792064069,-2.0449098248409014,25.21742172101371,green,light
Carex densa,162.711,176.632,118.237,Leaf_255,69.72444034728329,-14.61829744752363,28.31461723948192,green,light
Carex deweyana,146.869,166.653,94.278,Leaf_257,65.35780845334666,-18.786227472283258,35.048576101355344,green,light
Carex diandra,180.069,200.23,143.489,Leaf_260,77.9368000431279,-16.54478916956631,26.154538564007712,green,light
Carex diandra,182.275,190.157,126.588,Leaf_261,75.07200035267557,-12.840858829308688,31.228000192047368,green,light
Carex disticha,173.078,181.243,122.136,Leaf_270,71.8561311063475,-12.421110000116975,29.205835729263384,green,light
Carex disticha,173.022,183.841,118.993,Leaf_271,72.51335006877366,-14.185387928070448,31.71853681044685,green,light
Carex douglasii,163.5,173.333,116.167,Leaf_273,68.83391675383383,-12.86871770957304,28.252947537868245,green,light
Carex eburnea,172.091,171.152,113.606,Leaf_278,68.88002084360528,-8.6122994377138,29.804638242336633,green,light
Carex echinata,142.585,169.341,100.133,Leaf_281,65.90923481667988,-21.13781462063691,32.6335541239948,green,light
Carex echinata,166.591,182.991,110.643,Leaf_283,71.6648858577506,-17.314740790822125,34.8695913202959,green,light
Carex exilis,154.349,176.575,109.484,Leaf_303,68.95160649692497,-19.009384124727912,31.80883729018056,green,light
Carex floridana,162.106,180.564,132.469,Leaf_324,71.02616927697049,-14.867224411688419,22.44128953002249,green,light
Carex floridana,169.828,175.863,134.325,Leaf_325,70.35213643535585,-9.187719074216949,20.61751395999316,green,light
Carex foenea,159.358,168.197,91,Leaf_326,66.70189928882958,-14.850447732501825,38.60598840620688,green,light
Carex foenea,173.298,183.272,117.744,Leaf_327,72.3584483878621,-13.939251340243707,32.17414938683161,green,light
Carex fuliginosa,174.155,166.075,112.025,Leaf_338,67.65236319512331,-5.269230029347593,29.07482971362827,green,light
Carex geophila,182.388,184.755,126.216,Leaf_343,73.6131260947148,-10.051320002301466,29.5054401827332,green,light
Carex geyeri,145.354,169.475,105.485,Leaf_344,66.22498019155734,-19.429410336119947,30.261058632848894,green,light
Carex geyeri,172.821,198.318,148.38,Leaf_345,76.9931442945883,-17.535617003562486,22.207899841025135,green,light
Carex gholsonii,164.157,176.084,107.556,Leaf_346,69.51189121919644,-15.116010008467295,33.68173193365933,green,light
Carex globosa,181.784,177.064,118.6,Leaf_358,71.3672221837034,-7.211686992760646,30.563372189095617,green,light
Carex godfreyi,169.057,178.311,94.213,Leaf_362,70.3267615388132,-15.742007121155755,41.58760695159436,green,light
Carex granularis,172.647,178.161,103.176,Leaf_371,70.68668316379775,-13.259564777594212,37.56825135392201,green,light
Carex gravida,157.936,165.686,110.251,Leaf_373,66.174346087663,-11.85332868485739,27.834763320733003,green,light
Carex gynocrates,172.598,182.529,131.814,Leaf_381,72.33943830366051,-11.96839157577223,24.70086702938181,green,light
Carex gynodynama,156.527,170.918,111.171,Leaf_382,67.54406903910258,-15.02900139533292,29.118946989927295,green,light
Carex gynodynama,195.625,193.903,146.08,Leaf_383,77.46775039813788,-7.029907078181186,24.353749082841336,green,light
Carex halliana,186.034,189.939,147.042,Leaf_384,75.67010151113477,-8.499067876794886,21.26572364215975,green,light
Carex hallii,197.855,196.591,139.631,Leaf_387,78.2429716689993,-8.415518921515375,28.823963987791167,green,light
Carex hassei,157.256,163.023,105.488,Leaf_390,65.29939235172844,-11.333514576577496,29.23096769754887,green,light
Carex helleri,170.838,184.75,115.328,Leaf_398,72.54099033745813,-15.966351958811575,33.63173035344458,green,light
Carex helleri,183.677,194.6,124.913,Leaf_399,76.35942808115344,-14.771692005681459,33.79788137815689,green,light
Carex hoodii,151.462,169.195,86.941,Leaf_417,66.32665964333411,-19.032047370829307,40.056707603262545,green,light
Carex hookerana,173.282,170.296,128.117,Leaf_419,69.00220215810045,-5.77857426572026,22.18882487523213,green,light
Carex hostiana,149.482,168.789,107.617,Leaf_423,66.3609082028131,-17.177196445634536,29.364115071319972,green,light
Carex houghtoniana,156.646,166.603,105.037,Leaf_426,66.24453657001655,-13.51889238818088,30.687807209120187,green,light
Carex hyalinolepis,148.45,169.24,125.815,Leaf_430,66.73856158038939,-15.179207249915505,20.041694425204646,green,light
Carex idahoa,191.315,188.974,133.143,Leaf_434,75.58150475818725,-7.850443327280576,28.5941216930264,green,light
Carex inops,160.293,171.524,105.404,Leaf_444,67.91021008360914,-14.568025995119138,32.6951165824557,green,light
Carex interior,149.546,166.84,100.712,Leaf_447,65.70327161860682,-17.032159694852,32.16828992907088,green,light
Carex interrupta,150.352,166.134,88.395,Leaf_450,65.38904542414163,-17.76695326401223,38.162697038108284,green,light
Carex jamesii,159.857,171.932,106.9,Leaf_454,68.01365205813352,-14.771807635972579,32.03595476701548,green,light
Carex joorii,172.677,179.046,107.638,Leaf_458,70.9957908220795,-13.208329599869838,35.66530757211797,green,light
Carex juniperorum,197.204,204.197,156.432,Leaf_459,80.50985862137605,-10.294707485032417,23.05173264141731,green,light
Carex juniperorum,172.076,190.522,117.821,Leaf_460,74.26734197054101,-18.105924930517048,34.58356518998498,green,light
Carex klamathensis,158.42,171.32,118.28,Leaf_461,67.92061394629626,-13.534254115403655,25.842014202206045,green,light
Carex kraliana,154.551,171.006,105.154,Leaf_463,67.32486474956592,-16.629170616211773,31.987502580528982,green,light
Carex lacustris,152.729,172.045,113.825,Leaf_470,67.62345259317284,-16.747417067600136,27.756718832833794,green,light
Carex laeviconica,155.236,167.269,136.007,Leaf_471,66.89720664733302,-9.94327795295341,14.751176000840305,green,light
Carex laeviconica,155.074,175.922,112.065,Leaf_472,68.85996759156923,-18.05797971491535,30.34290384087759,green,light
Carex laeviculmis,169.017,190.483,100.017,Leaf_474,73.78918579658516,-21.310195749217108,42.922904321111275,green,light
